record_id,method_id,seed,n_photons,success,failure_reason,runtime_s,truth_d_start_um2_s,truth_d_end_um2_s,estimate_d_start_um2_s,estimate_d_end_um2_s,log_endpoint_squared_error,curve_relative_rmse,endpoint_coverage,prior_used,simulation_truth_used_by_estimator
target_000,target_only_event_qmle,309615236,388,True,,0.1250409999920521,41.90540161051259,85.05403672828068,34.51361685582966,23.26111164626203,0.8592909035162583,0.5251100868877471,1.0,False,False
target_000,oa_hb_tpm_map,309615236,388,True,,0.10373520897701383,41.90540161051259,85.05403672828068,40.03705195501591,64.61373462392876,0.038814059139452343,0.15680493514287144,1.0,True,False
target_001,target_only_event_qmle,1846475513,428,True,,0.08781370799988508,50.44996657803758,117.81402111358315,52.24236233022709,53.52780843488645,0.3117957381304176,0.33875028758040215,1.0,False,False
target_001,oa_hb_tpm_map,1846475513,428,True,,0.13573525001993403,50.44996657803758,117.81402111358315,43.00389006345367,71.69347862812454,0.13610985833707104,0.2852311724942383,0.5,True,False
target_002,target_only_event_qmle,597945133,448,True,,0.12853591699968092,37.08804847294126,80.79301345687634,29.197717168401244,48.95038487372033,0.15415155420672721,0.31183690226596467,1.0,False,False
target_002,oa_hb_tpm_map,597945133,448,True,,0.12892733298940584,37.08804847294126,80.79301345687634,41.83465164837992,69.38509530460048,0.018836940570400328,0.07907151060319245,1.0,True,False
target_003,target_only_event_qmle,816984571,435,True,,0.1135376250022091,40.53917835556792,75.65562564882005,53.05543351247377,38.915761819394554,0.2571734017613726,0.27314168672902484,1.0,False,False
target_003,oa_hb_tpm_map,816984571,435,True,,0.10152658398146741,40.53917835556792,75.65562564882005,41.54387581536784,67.18101142257699,0.0073565237174640745,0.060177302768147437,1.0,True,False
