record_id,seed,n_photons,success,estimate_log_d_start,estimate_log_d_end,truth_log_d_start_evaluation_only,truth_log_d_end_evaluation_only,simulation_truth_used_by_estimator
source_000,1141099285,917,True,4.027535120268112,3.902733769567139,3.804832609610707,4.528286176816265,False
source_001,1986742328,924,True,3.585745517648591,4.173996915322571,3.604190251863053,4.42240950633864,False
source_002,887810946,1289,True,3.4967824404045076,4.6170715927042485,4.128101582979549,4.518254723631742,False
source_003,1695771227,874,True,4.199383649852425,4.499392142154093,3.8822180009087637,4.824321597777509,False
source_004,1424090857,1070,True,3.8117639266008103,4.665822479803409,3.6051824942532127,4.346267813288417,False
source_005,255652411,1276,True,3.5292681234219296,3.9749648034806975,3.36837562152214,4.400387012564287,False
