epoch,train_total,train_segmentation,train_observation,train_kl,train_cycle,train_temporal,train_mean_full_cycle_dice,validation_total,validation_segmentation,validation_observation,validation_kl,validation_cycle,validation_temporal,validation_mean_full_cycle_dice
0,1.4992427269617716,1.5163765589396159,-0.18104131122430164,0.9633028308550516,1.2846318870884943e-06,0.0006952406256459653,0.34554574577267394,1.4114347457885743,1.4447911739349366,-0.34375624656677245,1.0126389503479003,2.7286358061928695e-08,0.0006517164409160614,0.6167468369200618
1,1.3431461890538534,1.385283080736796,-0.4351240654786428,1.3653782765070597,2.9998965653514158e-06,0.0009976015930684905,0.712206353066037,1.2349526643753053,1.2865632772445679,-0.5284875869750977,1.2305655002593994,2.3805562499035206e-08,0.0007544977706857026,0.7189263588356599
2,1.1447943369547526,1.2033725738525392,-0.6013680537541707,1.5509515841801962,2.0052718892789776e-06,0.0007534582284279168,0.7408774784852183,1.0206848740577699,1.0872002124786377,-0.6794016718864441,1.421366024017334,3.551538902968332e-08,0.00034287109156139195,0.7232744166790478
3,0.9177867253621419,0.9905106782913208,-0.7453343152999878,1.804418190320333,8.617050160826997e-07,0.0005007890499352167,0.7484246245799013,0.8060631871223449,0.8864439249038696,-0.8199736952781678,1.6128377437591552,4.09558744252081e-08,0.0003798476769588888,0.7215986407913303
4,0.7118975400924683,0.7983530362447103,-0.8848683794339498,2.0265162865320843,8.103124893447481e-07,0.0004797198382827143,0.7465476932599502,0.6283524513244629,0.722453498840332,-0.9591602563858033,1.8127573490142823,3.773508012727689e-08,0.00022054217115510255,0.7246374349355422
5,0.5431270817915599,0.6433377504348755,-1.0247405489285788,2.259454584121704,6.363386224469044e-07,0.0003883363582038631,0.7539666963460693,0.4904236555099487,0.598385238647461,-1.0999334573745727,2.0291897296905517,4.784523568446275e-08,0.0002572740369942039,0.7280345433999535
6,0.4233053088188171,0.5374340573946635,-1.1666360060373941,2.529942353566488,1.5802911747186955e-06,0.0004833998430209855,0.7530727685953075,0.42085869908332824,0.5429646790027618,-1.2436722993850708,2.2591960430145264,4.51933459544307e-08,0.00020652910752687602,0.7229427590466887
7,0.35835637946923576,0.4867040534814199,-1.3111562808354695,2.7628180503845217,2.1514730434546435e-06,0.0005027437359482671,0.7502485775286537,0.4024382710456848,0.5386509537696839,-1.3871737480163575,2.499316120147705,4.247072240559646e-08,0.0005392947001382709,0.707309267649653
8,0.3137940893570582,0.4564428269863129,-1.4567298491795857,3.019037469228109,2.7824596884329367e-06,0.0005072671299179395,0.7511659674273649,0.33489267230033876,0.4859025478363037,-1.5377649307250976,2.763492059707642,1.28738101068393e-08,0.0003140788991004229,0.7230884841472928
9,0.27535723050435384,0.433144611120224,-1.6111702044804892,3.3253467718760175,1.4297881250513455e-06,0.00042196844199982785,0.7518510344366661,0.3078240901231766,0.4742983341217041,-1.6952226161956787,3.0447604179382326,8.621792169094533e-09,0.00032749157398939135,0.7222034833820896
10,0.24797342320283253,0.4213724990685781,-1.7708611567815145,3.6811455885569253,2.646494607461136e-06,0.0005773828151480605,0.7539209532063365,0.2900966674089432,0.47255147695541383,-1.858039951324463,3.3447576999664306,8.5483446099488e-09,0.0004436738148797303,0.719903616252214
11,0.2246003290017446,0.41413617730140684,-1.9352277119954426,3.9816987832387287,2.2810310400818897e-06,0.0005120957852341234,0.7550676071985694,0.2777098804712296,0.47648501992225645,-2.0243624687194823,3.6569841384887694,7.133832680139562e-09,0.0004131414578296244,0.7201903611049734
12,0.20235937188069025,0.4085428833961487,-2.1048016866048176,4.289663410186767,2.806073458335353e-06,0.0006856099469587206,0.75630397823678,0.2575492411851883,0.4732856214046478,-2.197333574295044,3.987738561630249,1.2196186638391282e-08,0.0009252314688637852,0.715626256237568
13,0.18972006936868033,0.41296906272570294,-2.278637981414795,4.606027698516845,6.16654534345192e-06,0.0008470936251493791,0.7528720279887293,0.23385357856750488,0.46668519973754885,-2.37161602973938,4.324504947662353,8.525341321785618e-09,0.0005486442241817713,0.722003517954482
14,0.17148449098070462,0.4121797621250153,-2.45644063949585,4.941808732350667,4.470589152560933e-06,0.0006765157954456906,0.7521470963430595,0.20513758361339568,0.45534602403640745,-2.5488327026367186,4.669776153564453,6.587224277154746e-09,0.0005056590540334583,0.7244167672225759
15,0.15122517384588718,0.40966420571009315,-2.637660757700602,5.31578311920166,9.98203413663153e-06,0.0010765869713698824,0.7538464288596773,0.19692636281251907,0.4657152473926544,-2.7383493423461913,5.041458606719971,5.61998445558487e-09,0.0004590696247760206,0.7196263443587007
16,0.12463660960396131,0.4015329539775848,-2.82658797899882,5.7519652366638185,6.7991643315205385e-06,0.0010154592727000514,0.7562612596453984,0.176339852809906,0.4638361930847168,-2.929195594787598,5.417637348175049,4.836069900093776e-09,0.0005590025335550308,0.7214404694621552
17,0.1044642140865714,0.3999819894631704,-3.0154797712961834,6.022247346242269,3.6864413450743427e-06,0.0007773388332376878,0.7567510589716414,0.15560400635004043,0.46072898507118226,-3.1090373516082765,5.7723125457763675,5.0692874564717275e-09,0.0006452520610764623,0.7199839264544513
