record_id,method_id,seed,n_photons,success,failure_reason,runtime_s,truth_d_start_um2_s,truth_d_end_um2_s,estimate_d_start_um2_s,estimate_d_end_um2_s,log_endpoint_squared_error,curve_relative_rmse,endpoint_coverage,prior_used,simulation_truth_used_by_estimator
target_013,oa_hb_tpm_map,181699541,506,True,,0.19693116401322186,46.26360721424873,90.9308688542273,41.66864359904642,67.30208505745595,0.05074419237101761,0.18805379923720905,1.0,True,False
target_014,target_only_event_qmle,534902746,393,True,,0.18053057696670294,45.06690574580647,96.34708009420088,35.20539035678289,77.14234458182356,0.05520159724768681,0.20919032346080796,1.0,False,False
target_014,oa_hb_tpm_map,534902746,393,True,,0.16389559500385076,45.06690574580647,96.34708009420088,50.11490522511315,79.36175970922712,0.0244425151993281,0.09236152529867417,1.0,True,False
target_015,target_only_event_qmle,2134914052,397,True,,0.1649074450833723,43.20878497058185,101.67048641536479,19.44131154186706,105.40022092166782,0.319564770566934,0.34171264918981004,1.0,False,False
target_015,oa_hb_tpm_map,2134914052,397,True,,0.16658157610800117,43.20878497058185,101.67048641536479,44.69109157614059,86.01372641726539,0.014551832646632146,0.08336007079214858,1.0,True,False
target_016,target_only_event_qmle,915377034,456,True,,0.2014291340019554,35.80405480725087,79.43496886940054,30.960286624381993,104.66814727101605,0.04861247046497887,0.15134687946246567,1.0,False,False
target_016,oa_hb_tpm_map,915377034,456,True,,0.1833785050548613,35.80405480725087,79.43496886940054,48.109413882321235,85.78160509691473,0.04658970382434848,0.22069788098275672,1.0,True,False
target_017,target_only_event_qmle,62867594,571,True,,0.23757559398654848,55.42044214049812,122.61610233091267,35.218853200458405,22.810771528413397,1.5170393059131924,0.6468750289649612,0.5,False,False
target_017,oa_hb_tpm_map,62867594,571,True,,0.2145767949987203,55.42044214049812,122.61610233091267,36.99846515024172,53.983369406101055,0.4181507099293449,0.4586485412625894,0.5,True,False
target_018,target_only_event_qmle,1338211417,514,True,,0.22058198391459882,44.36931264264781,93.00825193613308,54.94216149607053,72.8903742651774,0.05254344038730695,0.131809922931272,1.0,False,False
target_018,oa_hb_tpm_map,1338211417,514,True,,0.19915188197046518,44.36931264264781,93.00825193613308,57.259186179872295,80.66987026309498,0.04265063211942071,0.1387872905841793,1.0,True,False
target_019,target_only_event_qmle,1124478805,542,True,,0.23050538601819426,32.74951958388605,72.62945201524794,16.39772110363593,56.57476480154922,0.27045810082214716,0.3790063527439969,1.0,False,False
target_019,oa_hb_tpm_map,1124478805,542,True,,0.2073895400390029,32.74951958388605,72.62945201524794,30.72704203585834,66.44220050984032,0.005995616387274056,0.07383540329725609,1.0,True,False
target_020,target_only_event_qmle,250326463,552,True,,0.20757973508443683,44.5357593357085,102.1407286247594,39.66792287831732,36.060264089920096,0.5487060686913731,0.44654473645786247,0.5,False,False
target_020,oa_hb_tpm_map,250326463,552,True,,0.1999040209921077,44.5357593357085,102.1407286247594,43.798183980636495,59.2406798856946,0.14851196285395818,0.2631974103689554,0.5,True,False
target_021,target_only_event_qmle,1970919730,465,False,d_search_boundary,0.1749583079945296,41.93769910997215,91.74000433282598,30.905501624014462,220.00000000000009,0.4291120092240528,0.6278753071042261,1.0,False,False
target_021,oa_hb_tpm_map,1970919730,465,True,,0.17496867198497057,41.93769910997215,91.74000433282598,53.27960303222887,109.50511150448132,0.044315365192575916,0.2327183114979967,1.0,True,False
target_022,target_only_event_qmle,1395925032,435,True,,0.18372025806456804,41.00673912405226,129.82573167517344,65.00311674970088,75.17209282039627,0.2554052573003508,0.28957903670610236,1.0,False,False
target_022,oa_hb_tpm_map,1395925032,435,True,,0.16633152309805155,41.00673912405226,129.82573167517344,62.3939158278692,83.62637562635524,0.18481420030599663,0.253941710211045,1.0,True,False
target_023,target_only_event_qmle,1422758397,603,True,,0.23553442198317498,44.640586581307645,114.31081730724345,20.567610540552483,109.05946350727018,0.30136090696093326,0.35223607502671883,1.0,False,False
