method_id,k,strategy,n_patients,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse
oracle_contour_periodic_fourier,2,clustered,20,0.9338142443976309,2.2453984430594778,0.10851126502933962
oracle_contour_periodic_fourier,2,random,20,0.9263317633060452,2.5034595726713094,0.12774487003470278
oracle_contour_periodic_fourier,2,uniform,20,0.8713025536830701,4.165785088864476,0.24350970100771038
oracle_contour_periodic_fourier,3,clustered,20,0.9372446981872096,2.235401117075932,0.0839255797087643
oracle_contour_periodic_fourier,3,random,20,0.9403141278142211,2.0589244570660856,0.07726267091545966
oracle_contour_periodic_fourier,3,uniform,20,0.918729793164202,2.66809391379015,0.08633846011397969
oracle_contour_periodic_fourier,5,clustered,20,0.928007721862707,2.4923778821034532,0.11224279914023928
oracle_contour_periodic_fourier,5,random,20,0.9505402707227462,1.809274866972368,0.07121549958181769
oracle_contour_periodic_fourier,5,uniform,20,0.9372880433540528,2.1146394113289855,0.055901226085738234
oracle_contour_periodic_fourier,7,clustered,20,0.9172399447966096,2.7904560529474645,0.12645051434284502
oracle_contour_periodic_fourier,7,random,20,0.955616441152885,1.6718677474249244,0.05489311329914095
oracle_contour_periodic_fourier,7,uniform,20,0.9594140793342794,1.5047897189069133,0.033994173700136854
oracle_contour_periodic_fourier,10,clustered,20,0.9140479555072587,2.846287617865779,0.11089964286862539
oracle_contour_periodic_fourier,10,random,20,0.97052726880991,1.254006208351571,0.026600685471666344
oracle_contour_periodic_fourier,10,uniform,20,0.9836286309184356,1.0055566226745463,0.016517832621365428
