epoch,train_total,train_segmentation,train_observation,train_kl,train_cycle,train_temporal,train_mean_full_cycle_dice,validation_total,validation_segmentation,validation_observation,validation_kl,validation_cycle,validation_temporal,validation_mean_full_cycle_dice
0,1.5003117799758912,1.515703765551249,-0.17734541166573764,2.338568838437398,8.154675856057262e-07,0.00039662320244436463,0.32578679062747284,1.427851915359497,1.4584219694137572,-0.3351147174835205,2.938337469100952,3.175053890913659e-08,0.00030883477884344754,0.6307332783099743
1,1.3438953399658202,1.3836428324381511,-0.4287397642930349,3.120867967605591,1.63420507230209e-06,0.0005549277275955926,0.7039065802037624,1.249655532836914,1.2984901428222657,-0.5245446562767029,3.6153369426727293,4.2965984903275965e-08,0.0004495868633966893,0.7281690861478852
2,1.1453766504923502,1.2013971169789632,-0.5979847431182861,3.7721153259277345,2.041389815824838e-06,0.0005832568606516967,0.7344786250643025,1.0273584127426147,1.0909391164779663,-0.6777672052383423,4.191017913818359,4.6740989034788075e-08,0.0004996631178073585,0.7401457903709605
3,0.9229174653689066,0.9929845054944356,-0.7434737920761109,4.27481164932251,1.462404944163609e-06,0.0005454083206132054,0.7393968440730483,0.8092262506484985,0.8862523674964905,-0.8176506638526917,4.734741592407227,3.756515241093439e-08,0.0004209551960229874,0.7416994414740072
4,0.7173779328664144,0.8007902661959331,-0.8826077063878377,4.843104553222656,9.899950332699821e-07,0.0005291823821607977,0.7422889876325192,0.6183117628097534,0.7086393713951111,-0.9563033103942871,5.299087810516357,2.161450680659982e-08,0.00036371140158735215,0.7469596816459023
5,0.5498447378476461,0.6465891480445862,-1.0215558966000875,5.406944910685222,7.527018302274276e-07,0.00042054310518627365,0.746574191202109,0.47961839437484743,0.5832358717918396,-1.0950788736343384,5.885769271850586,2.5409266513065632e-08,0.0004635593562852591,0.7444702372203593
6,0.4368804693222046,0.5470539430777231,-1.1607908566792806,5.90174560546875,1.4516769558288918e-06,0.00037932692600103717,0.748003077915988,0.38669024109840394,0.5036283254623413,-1.2343168258666992,6.488357734680176,2.00542604744669e-08,0.0005238535697571934,0.7496369795177316
7,0.3694131354490916,0.49322325984636944,-1.3023707469304402,6.423585828145345,1.346716517532561e-06,0.0003298920016580572,0.7487103949353247,0.3235707223415375,0.45439175963401796,-1.3796057462692262,7.135552501678466,7.803730461830583e-09,0.00040015935664996507,0.7537039254110265
8,0.32267143825689953,0.46028213103612264,-1.448437770207723,7.229347674051921,9.412318231187082e-07,0.00036989199773718916,0.7498007022790503,0.301915180683136,0.44684157967567445,-1.5273651123046874,7.804844379425049,1.539083545054609e-08,0.0005257369368337095,0.7487978190486062
9,0.29756821890672047,0.4493258555730184,-1.5957857688268027,7.817361799875895,2.1982135564850107e-06,0.0003475471700464065,0.7492349605712467,0.2717220038175583,0.4307933449745178,-1.6756827116012574,8.491020393371581,7.387065714681284e-09,0.0005908350693061947,0.7425456761643991
10,0.26742630849281945,0.4337026635805766,-1.7463321526845297,8.3529522895813,4.280438002031891e-06,0.0003699447135052954,0.7483050703819727,0.2437430202960968,0.4173364520072937,-1.8280038118362427,9.201984977722168,3.872506670887788e-09,0.0004964460618793965,0.7545663308571996
