method_id,k,strategy,n_patients,n_patient_observations,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse,mean_hidden_brier,mean_hidden_area_95_coverage,trust_gate_rejection_rate,mean_runtime_s
oa_hb_tpm_isotropic_prior,10,clustered,19,95,0.7620537651988974,9.408550641435628,0.9573142094778418,0.03574891862900634,0.09774436090225563,1.0,0.02795628683249417
oa_hb_tpm_isotropic_prior,10,random,19,95,0.7530603745988715,9.642829072641158,0.9581195416304813,0.036126358571805454,0.05338345864661654,0.9368421052631579,0.027972349090697735
oa_hb_tpm_isotropic_prior,10,uniform,19,19,0.750719985560641,9.72571256904572,0.9581385658715502,0.03633427198388075,0.011278195488721804,0.10526315789473684,0.029875199384007015
