method_id,k,strategy,n_patients,n_patient_observations,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse,mean_hidden_brier,mean_hidden_area_95_coverage,trust_gate_rejection_rate,mean_runtime_s
target_only,3,clustered,20,100,0.7483130602548556,9.32079170367547,0.3300166516755531,0.0337528991419822,0.9823809523809524,0.36,0.03831295684911311
target_only,3,random,20,100,0.7482029379151629,9.336137663880942,0.33150091509244917,0.03363385805860162,0.989047619047619,0.12,0.038329869736917314
target_only,3,uniform,20,20,0.7480013987209292,9.340203506172914,0.33191457734858804,0.0334614256862551,0.9833333333333334,0.15,0.04078292844351381
