method_id,k,strategy,n_patients,n_patient_observations,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse,mean_hidden_brier,mean_hidden_area_95_coverage,trust_gate_rejection_rate,mean_runtime_s
source_mean,10,clustered,19,95,0.7632517177260358,9.318112563782405,0.9516869158093298,0.035740105180363906,,0.7684210526315789,0.024668780219201977
source_mean,10,random,19,95,0.7551076491079906,9.530848737480522,0.951686986760734,0.03584694109464946,,0.4,0.02464027013139505
source_mean,10,uniform,19,19,0.7528715813924867,9.603759426689518,0.9516869485585512,0.035998946447905744,,0.10526315789473684,0.02551008964349565
