method_id,k,strategy,n_patients,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse
oracle_contour_periodic_fourier,2,clustered,19,0.933538346591144,2.482033218718612,0.11669956691298947
oracle_contour_periodic_fourier,2,random,19,0.9221556853625609,2.9220429224567557,0.14832427485684746
oracle_contour_periodic_fourier,2,uniform,19,0.8711647752617455,4.89816877329518,0.26515048385466516
oracle_contour_periodic_fourier,3,clustered,19,0.9353192376270641,2.4963400275085634,0.09800414514079628
oracle_contour_periodic_fourier,3,random,19,0.9347046125397376,2.3967805176883092,0.1032166371039789
oracle_contour_periodic_fourier,3,uniform,19,0.9168520679145175,3.121864155377204,0.10246860074737052
oracle_contour_periodic_fourier,5,clustered,19,0.928643908261167,2.616257595674339,0.12342788354333008
oracle_contour_periodic_fourier,5,random,19,0.9526026255704576,1.8801168121374567,0.06378290718142496
oracle_contour_periodic_fourier,5,uniform,19,0.9388718550598201,2.2664558522762546,0.04443412751431538
oracle_contour_periodic_fourier,7,clustered,19,0.9155198149359699,3.06390860781628,0.14072142271617646
oracle_contour_periodic_fourier,7,random,19,0.9557080951193427,1.7883959119551345,0.05873250222539128
oracle_contour_periodic_fourier,7,uniform,19,0.9594946408523143,1.6476123192430383,0.02925916304535028
oracle_contour_periodic_fourier,10,clustered,19,0.9121987907588109,3.165162343865388,0.1260896039949663
oracle_contour_periodic_fourier,10,random,19,0.9733056481184641,1.270671852345813,0.025106499897856505
oracle_contour_periodic_fourier,10,uniform,19,0.9842921610604868,1.001557193843508,0.015798693653885438
