candidate_method,reference_method,k,strategy,metric,difference_definition,n_paired_patients,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,bootstrap_unit
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.00011771838700674928,5.3617266948404806e-05,0.00018471220291749947,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,clustered,hidden_brier,candidate_minus_reference,98,6.5633742024706665e-06,3.975808610950104e-06,9.233732802833538e-06,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,random,mean_hidden_dice,candidate_minus_reference,98,7.480876737782786e-06,-1.7084754993930114e-05,3.341756458504128e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.0005429506870480758,-0.0005160978897890498,0.0017490399333379993,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,random,area_curve_relative_rmse,candidate_minus_reference,98,-2.8128432110551082e-05,-8.181615060365953e-05,2.2608664040464994e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,random,hidden_brier,candidate_minus_reference,98,-1.1622639639008993e-06,-3.1415700475328765e-06,6.760031992286779e-07,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,uniform,mean_hidden_dice,candidate_minus_reference,98,1.2345866471095327e-05,-2.9469163528891856e-05,5.436778356237632e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,-5.119358104440573e-05,-0.0009062791282086179,0.0007236415981873242,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,uniform,area_curve_relative_rmse,candidate_minus_reference,98,-0.00011755784382675294,-0.0001746756115750419,-6.53239011898154e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,7,uniform,hidden_brier,candidate_minus_reference,98,-5.104807110470206e-06,-7.406797031974039e-06,-2.7199575145385216e-06,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,clustered,mean_hidden_dice,candidate_minus_reference,98,-1.5378956021246764e-05,-5.7993553311006495e-05,2.6113251565567113e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.0018600759178093785,-4.1020392513873445e-05,0.0038838599298434387,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.00015400004391403056,8.99858653378911e-05,0.00022134135710501476,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,clustered,hidden_brier,candidate_minus_reference,98,1.1065980533556442e-05,5.789456974563133e-06,1.617933922846301e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,random,mean_hidden_dice,candidate_minus_reference,98,7.363829461050439e-06,-1.7682144783791782e-05,3.296496165994031e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.000880339392096871,-0.00044124078226978955,0.002389582617899246,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,random,area_curve_relative_rmse,candidate_minus_reference,98,-0.00015084246199883734,-0.00021060215716140563,-9.396736421804764e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,random,hidden_brier,candidate_minus_reference,98,-4.7581023251516385e-06,-7.319747498830216e-06,-2.3481032659059863e-06,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,uniform,mean_hidden_dice,candidate_minus_reference,98,4.244647071526933e-06,-2.312672400334796e-05,3.068447731304335e-05,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.0014232201039104783,-0.00019128501601865387,0.0034576854917747987,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,uniform,area_curve_relative_rmse,candidate_minus_reference,98,-0.00016952949672151485,-0.00023092691092874512,-0.00011061848979499459,patient
oa_hb_tpm_isotropic_prior,oa_hb_tpm_map,10,uniform,hidden_brier,candidate_minus_reference,98,-5.615628039352244e-06,-8.362380559657169e-06,-2.955148300643231e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,clustered,mean_hidden_dice,candidate_minus_reference,98,0.0005584077068023929,-0.0006820376855271531,0.001810847917526224,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,-0.011086704893501697,-0.04255215038963796,0.019666442947573113,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,clustered,area_curve_relative_rmse,candidate_minus_reference,98,-0.0028365240121163036,-0.004742838512368745,-0.0011031117052531668,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,clustered,hidden_brier,candidate_minus_reference,98,-6.116255927754975e-05,-0.00029083664994686536,0.00016760237804823037,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,random,mean_hidden_dice,candidate_minus_reference,98,0.0006006185105578533,-0.0007496069064094462,0.0019331144768428197,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,random,mean_hidden_hd95_px,candidate_minus_reference,98,-0.011983460413283666,-0.04435878262195246,0.02038782773513633,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,random,area_curve_relative_rmse,candidate_minus_reference,98,-0.0030129673232040135,-0.005109830813795713,-0.0010767309191584537,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,random,hidden_brier,candidate_minus_reference,98,-7.357468676506223e-05,-0.00030386332137395894,0.00015391427614935442,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,uniform,mean_hidden_dice,candidate_minus_reference,98,0.00045207632279517176,-0.0008809826425066189,0.001829749353855038,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,-0.004251579261256848,-0.03262476607516924,0.02446415784815463,patient
