method_id,k,strategy,n_patients,n_patient_observations,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse,mean_hidden_brier,mean_hidden_area_95_coverage,trust_gate_rejection_rate,mean_runtime_s
oa_hb_tpm_map,3,clustered,20,100,0.743552496190689,9.89121889444244,0.36116909834169936,0.03860474950633943,0.8714285714285714,1.0,0.035734753608703616
oa_hb_tpm_map,3,random,20,100,0.7428393057411976,9.85626991121627,0.35459563310762116,0.038407554104924205,0.8514285714285714,0.67,0.035793903400190175
oa_hb_tpm_map,3,uniform,20,20,0.7427930660303719,9.779122885523005,0.3516413226468106,0.03802643422968686,0.8452380952380952,0.1,0.036994326452258974
