method_id,k,strategy,n_patients,n_patient_observations,mean_hidden_dice,mean_hidden_hd95_px,mean_area_curve_relative_rmse,mean_hidden_brier,mean_hidden_area_95_coverage,trust_gate_rejection_rate,mean_runtime_s
hb_tpm_latent_mse,3,clustered,20,100,0.7453001264574535,9.816244129034569,0.35510960125553453,0.038373230285942556,0.9495238095238094,0.72,0.03766313557745889
hb_tpm_latent_mse,3,random,20,100,0.7443561821438786,9.775625349355911,0.34769368063842854,0.038178387451916936,0.9380952380952381,0.34,0.03767669431399554
hb_tpm_latent_mse,3,uniform,20,20,0.7439235031695233,9.733961386905202,0.3452713232251471,0.0378396597225219,0.9428571428571428,0.05,0.03933964872267097
