epoch=000 train_loss=1.50969 validation_dice=0.65492 best=0.65492
epoch=001 train_loss=1.37740 validation_dice=0.72300 best=0.72300
epoch=002 train_loss=1.19514 validation_dice=0.73749 best=0.73749
epoch=003 train_loss=0.98831 validation_dice=0.73851 best=0.73851
epoch=004 train_loss=0.79805 validation_dice=0.74383 best=0.74383
epoch=005 train_loss=0.65255 validation_dice=0.75463 best=0.75463
epoch=006 train_loss=0.56471 validation_dice=0.75323 best=0.75463
epoch=007 train_loss=0.50157 validation_dice=0.75366 best=0.75463
epoch=008 train_loss=0.47309 validation_dice=0.74774 best=0.75463
epoch=009 train_loss=0.45746 validation_dice=0.76236 best=0.76236
epoch=010 train_loss=0.44922 validation_dice=0.75307 best=0.76236
epoch=011 train_loss=0.44522 validation_dice=0.76394 best=0.76394
epoch=012 train_loss=0.44181 validation_dice=0.76246 best=0.76394
epoch=013 train_loss=0.44320 validation_dice=0.75082 best=0.76394
epoch=014 train_loss=0.43499 validation_dice=0.75931 best=0.76394
epoch=015 train_loss=0.43165 validation_dice=0.75867 best=0.76394
epoch=016 train_loss=0.43019 validation_dice=0.76386 best=0.76394
epoch=017 train_loss=0.42683 validation_dice=0.75650 best=0.76394
epoch=018 train_loss=0.42096 validation_dice=0.76481 best=0.76481
epoch=019 train_loss=0.41871 validation_dice=0.76691 best=0.76691
epoch=020 train_loss=0.42100 validation_dice=0.75729 best=0.76691
epoch=021 train_loss=0.41270 validation_dice=0.76398 best=0.76691
epoch=022 train_loss=0.41250 validation_dice=0.76363 best=0.76691
epoch=023 train_loss=0.41307 validation_dice=0.75817 best=0.76691
epoch=024 train_loss=0.41007 validation_dice=0.76306 best=0.76691
epoch=025 train_loss=0.41168 validation_dice=0.75206 best=0.76691
epoch=026 train_loss=0.40990 validation_dice=0.76810 best=0.76810
epoch=027 train_loss=0.40010 validation_dice=0.76545 best=0.76810
epoch=028 train_loss=0.40454 validation_dice=0.74509 best=0.76810
epoch=029 train_loss=0.40264 validation_dice=0.76382 best=0.76810
epoch=030 train_loss=0.39657 validation_dice=0.76288 best=0.76810
epoch=031 train_loss=0.39644 validation_dice=0.77083 best=0.77083
epoch=032 train_loss=0.40042 validation_dice=0.77032 best=0.77083
epoch=033 train_loss=0.39880 validation_dice=0.74296 best=0.77083
epoch=034 train_loss=0.39882 validation_dice=0.77036 best=0.77083
epoch=035 train_loss=0.39294 validation_dice=0.77313 best=0.77313
epoch=036 train_loss=0.40502 validation_dice=0.76335 best=0.77313
epoch=037 train_loss=0.38650 validation_dice=0.76826 best=0.77313
epoch=038 train_loss=0.38061 validation_dice=0.77329 best=0.77329
epoch=039 train_loss=0.37825 validation_dice=0.77743 best=0.77743
epoch=040 train_loss=0.37410 validation_dice=0.77979 best=0.77979
epoch=041 train_loss=0.38609 validation_dice=0.78019 best=0.78019
epoch=042 train_loss=0.39332 validation_dice=0.77867 best=0.78019
epoch=043 train_loss=0.37808 validation_dice=0.77965 best=0.78019
epoch=044 train_loss=0.37158 validation_dice=0.77502 best=0.78019
epoch=045 train_loss=0.36444 validation_dice=0.77903 best=0.78019
epoch=046 train_loss=0.37512 validation_dice=0.78731 best=0.78731
epoch=047 train_loss=0.37446 validation_dice=0.78302 best=0.78731
epoch=048 train_loss=0.36128 validation_dice=0.78256 best=0.78731
epoch=049 train_loss=0.36328 validation_dice=0.77512 best=0.78731
epoch=050 train_loss=0.36041 validation_dice=0.76499 best=0.78731
epoch=051 train_loss=0.36455 validation_dice=0.78468 best=0.78731
epoch=052 train_loss=0.37158 validation_dice=0.78675 best=0.78731
epoch=053 train_loss=0.36127 validation_dice=0.78580 best=0.78731
epoch=054 train_loss=0.34847 validation_dice=0.78388 best=0.78731
epoch=055 train_loss=0.34585 validation_dice=0.79206 best=0.79206
epoch=056 train_loss=0.34104 validation_dice=0.78752 best=0.79206
epoch=057 train_loss=0.33312 validation_dice=0.78810 best=0.79206
epoch=058 train_loss=0.34311 validation_dice=0.78949 best=0.79206
epoch=059 train_loss=0.33433 validation_dice=0.77812 best=0.79206
epoch=060 train_loss=0.33452 validation_dice=0.78896 best=0.79206
epoch=061 train_loss=0.33576 validation_dice=0.78314 best=0.79206
epoch=062 train_loss=0.33525 validation_dice=0.79099 best=0.79206
epoch=063 train_loss=0.32901 validation_dice=0.77639 best=0.79206
epoch=064 train_loss=0.33110 validation_dice=0.78207 best=0.79206
epoch=065 train_loss=0.33299 validation_dice=0.77778 best=0.79206
epoch=066 train_loss=0.32523 validation_dice=0.78643 best=0.79206
epoch=067 train_loss=0.31362 validation_dice=0.78504 best=0.79206
        method_id  k  strategy  n_patients  n_patient_observations  mean_hidden_dice  mean_hidden_hd95_px  mean_area_curve_relative_rmse  mean_hidden_brier  mean_hidden_area_95_coverage  trust_gate_rejection_rate  mean_runtime_s
hb_tpm_latent_mse  3 clustered          20                     100          0.768756             8.293898                       0.294725           0.031833                      0.907143                       0.00        0.038708
hb_tpm_latent_mse  3    random          20                     100          0.770562             8.196029                       0.288098           0.030976                      0.900952                       0.01        0.038555
hb_tpm_latent_mse  3   uniform          20                      20          0.771383             8.066695                       0.281088           0.030561                      0.838095                       0.05        0.040240
Checkpoint: private_data/ted_full/runs/hb_tpm_latent_mse/fold2_k3_all_strategies/checkpoints/best_model.pt
