epoch=000 train_loss=1.51034 validation_dice=0.65213 best=0.65213
epoch=001 train_loss=1.37725 validation_dice=0.71975 best=0.71975
epoch=002 train_loss=1.19419 validation_dice=0.73771 best=0.73771
epoch=003 train_loss=0.98778 validation_dice=0.73772 best=0.73772
epoch=004 train_loss=0.79855 validation_dice=0.74310 best=0.74310
epoch=005 train_loss=0.65308 validation_dice=0.75418 best=0.75418
epoch=006 train_loss=0.56561 validation_dice=0.75256 best=0.75418
epoch=007 train_loss=0.50230 validation_dice=0.75262 best=0.75418
epoch=008 train_loss=0.47385 validation_dice=0.74535 best=0.75418
epoch=009 train_loss=0.45869 validation_dice=0.76092 best=0.76092
epoch=010 train_loss=0.45115 validation_dice=0.75222 best=0.76092
epoch=011 train_loss=0.44676 validation_dice=0.76332 best=0.76332
epoch=012 train_loss=0.44260 validation_dice=0.76245 best=0.76332
epoch=013 train_loss=0.44238 validation_dice=0.74771 best=0.76332
epoch=014 train_loss=0.43761 validation_dice=0.75991 best=0.76332
epoch=015 train_loss=0.43245 validation_dice=0.75755 best=0.76332
epoch=016 train_loss=0.43071 validation_dice=0.76310 best=0.76332
epoch=017 train_loss=0.42748 validation_dice=0.75619 best=0.76332
epoch=018 train_loss=0.41883 validation_dice=0.76585 best=0.76585
epoch=019 train_loss=0.41356 validation_dice=0.76920 best=0.76920
epoch=020 train_loss=0.42096 validation_dice=0.76519 best=0.76920
epoch=021 train_loss=0.40849 validation_dice=0.76503 best=0.76920
epoch=022 train_loss=0.40540 validation_dice=0.76008 best=0.76920
epoch=023 train_loss=0.40817 validation_dice=0.74835 best=0.76920
epoch=024 train_loss=0.40893 validation_dice=0.76263 best=0.76920
epoch=025 train_loss=0.40763 validation_dice=0.75362 best=0.76920
epoch=026 train_loss=0.40426 validation_dice=0.77139 best=0.77139
epoch=027 train_loss=0.39380 validation_dice=0.77022 best=0.77139
epoch=028 train_loss=0.40037 validation_dice=0.73811 best=0.77139
epoch=029 train_loss=0.39989 validation_dice=0.76339 best=0.77139
epoch=030 train_loss=0.39308 validation_dice=0.76007 best=0.77139
epoch=031 train_loss=0.39105 validation_dice=0.77144 best=0.77144
epoch=032 train_loss=0.40117 validation_dice=0.77342 best=0.77342
epoch=033 train_loss=0.38992 validation_dice=0.73305 best=0.77342
epoch=034 train_loss=0.39153 validation_dice=0.77275 best=0.77342
epoch=035 train_loss=0.38339 validation_dice=0.77674 best=0.77674
epoch=036 train_loss=0.39583 validation_dice=0.77406 best=0.77674
epoch=037 train_loss=0.38615 validation_dice=0.76751 best=0.77674
epoch=038 train_loss=0.37435 validation_dice=0.77452 best=0.77674
epoch=039 train_loss=0.37174 validation_dice=0.77970 best=0.77970
epoch=040 train_loss=0.36604 validation_dice=0.78378 best=0.78378
epoch=041 train_loss=0.38138 validation_dice=0.78326 best=0.78378
epoch=042 train_loss=0.38531 validation_dice=0.78240 best=0.78378
epoch=043 train_loss=0.36623 validation_dice=0.78255 best=0.78378
epoch=044 train_loss=0.36342 validation_dice=0.78323 best=0.78378
epoch=045 train_loss=0.35474 validation_dice=0.77581 best=0.78378
epoch=046 train_loss=0.36493 validation_dice=0.79046 best=0.79046
epoch=047 train_loss=0.36581 validation_dice=0.78993 best=0.79046
epoch=048 train_loss=0.35172 validation_dice=0.78247 best=0.79046
epoch=049 train_loss=0.35330 validation_dice=0.77403 best=0.79046
epoch=050 train_loss=0.33996 validation_dice=0.78235 best=0.79046
epoch=051 train_loss=0.33733 validation_dice=0.79181 best=0.79181
epoch=052 train_loss=0.34665 validation_dice=0.78301 best=0.79181
epoch=053 train_loss=0.35912 validation_dice=0.76380 best=0.79181
epoch=054 train_loss=0.34894 validation_dice=0.78444 best=0.79181
epoch=055 train_loss=0.34030 validation_dice=0.79626 best=0.79626
epoch=056 train_loss=0.33137 validation_dice=0.78965 best=0.79626
epoch=057 train_loss=0.32564 validation_dice=0.78920 best=0.79626
epoch=058 train_loss=0.33491 validation_dice=0.79117 best=0.79626
epoch=059 train_loss=0.31785 validation_dice=0.77961 best=0.79626
epoch=060 train_loss=0.32413 validation_dice=0.79146 best=0.79626
epoch=061 train_loss=0.33737 validation_dice=0.78271 best=0.79626
epoch=062 train_loss=0.31807 validation_dice=0.78038 best=0.79626
epoch=063 train_loss=0.31343 validation_dice=0.78441 best=0.79626
epoch=064 train_loss=0.30957 validation_dice=0.77245 best=0.79626
epoch=065 train_loss=0.31249 validation_dice=0.77147 best=0.79626
epoch=066 train_loss=0.32481 validation_dice=0.78369 best=0.79626
epoch=067 train_loss=0.29796 validation_dice=0.78086 best=0.79626
        method_id  k  strategy  n_patients  n_patient_observations  mean_hidden_dice  mean_hidden_hd95_px  mean_area_curve_relative_rmse  mean_hidden_brier  mean_hidden_area_95_coverage  trust_gate_rejection_rate  mean_runtime_s
hb_tpm_latent_mse  5 clustered          20                     100          0.779650             8.168607                       0.283464           0.030672                      0.937368                        0.0        0.035052
hb_tpm_latent_mse  5    random          20                     100          0.775385             8.122892                       0.279187           0.030753                      0.947368                        0.0        0.034972
hb_tpm_latent_mse  5   uniform          20                      20          0.771095             8.117766                       0.271912           0.031229                      0.926316                        0.0        0.036450
Checkpoint: private_data/ted_full/runs/hb_tpm_latent_mse/fold2_k5_all_strategies/checkpoints/best_model.pt
