epoch=000 train_loss=1.51134 validation_dice=0.65241 best=0.65241
epoch=001 train_loss=1.37753 validation_dice=0.71886 best=0.71886
epoch=002 train_loss=1.19393 validation_dice=0.73776 best=0.73776
epoch=003 train_loss=0.98775 validation_dice=0.73715 best=0.73776
epoch=004 train_loss=0.79898 validation_dice=0.74300 best=0.74300
epoch=005 train_loss=0.65383 validation_dice=0.75346 best=0.75346
epoch=006 train_loss=0.56657 validation_dice=0.75263 best=0.75346
epoch=007 train_loss=0.50323 validation_dice=0.75172 best=0.75346
epoch=008 train_loss=0.47617 validation_dice=0.74709 best=0.75346
epoch=009 train_loss=0.46039 validation_dice=0.75850 best=0.75850
epoch=010 train_loss=0.45411 validation_dice=0.75265 best=0.75850
epoch=011 train_loss=0.44900 validation_dice=0.75930 best=0.75930
epoch=012 train_loss=0.44346 validation_dice=0.75903 best=0.75930
epoch=013 train_loss=0.44476 validation_dice=0.75057 best=0.75930
epoch=014 train_loss=0.43822 validation_dice=0.75735 best=0.75930
epoch=015 train_loss=0.43578 validation_dice=0.75666 best=0.75930
epoch=016 train_loss=0.43303 validation_dice=0.75992 best=0.75992
epoch=017 train_loss=0.43030 validation_dice=0.75620 best=0.75992
epoch=018 train_loss=0.42301 validation_dice=0.76218 best=0.76218
epoch=019 train_loss=0.41958 validation_dice=0.76819 best=0.76819
epoch=020 train_loss=0.42615 validation_dice=0.75905 best=0.76819
epoch=021 train_loss=0.41405 validation_dice=0.76402 best=0.76819
epoch=022 train_loss=0.41028 validation_dice=0.76453 best=0.76819
epoch=023 train_loss=0.41544 validation_dice=0.74638 best=0.76819
epoch=024 train_loss=0.41659 validation_dice=0.76576 best=0.76819
epoch=025 train_loss=0.40973 validation_dice=0.76029 best=0.76819
epoch=026 train_loss=0.40653 validation_dice=0.77023 best=0.77023
epoch=027 train_loss=0.39633 validation_dice=0.76989 best=0.77023
epoch=028 train_loss=0.40360 validation_dice=0.74846 best=0.77023
epoch=029 train_loss=0.40532 validation_dice=0.76015 best=0.77023
epoch=030 train_loss=0.39798 validation_dice=0.76124 best=0.77023
epoch=031 train_loss=0.39798 validation_dice=0.76998 best=0.77023
epoch=032 train_loss=0.40502 validation_dice=0.77036 best=0.77036
epoch=033 train_loss=0.39728 validation_dice=0.74368 best=0.77036
epoch=034 train_loss=0.39840 validation_dice=0.77186 best=0.77186
epoch=035 train_loss=0.39187 validation_dice=0.77395 best=0.77395
epoch=036 train_loss=0.39929 validation_dice=0.76859 best=0.77395
epoch=037 train_loss=0.38679 validation_dice=0.76581 best=0.77395
epoch=038 train_loss=0.37832 validation_dice=0.77427 best=0.77427
epoch=039 train_loss=0.37451 validation_dice=0.77257 best=0.77427
epoch=040 train_loss=0.37766 validation_dice=0.77990 best=0.77990
epoch=041 train_loss=0.38365 validation_dice=0.78022 best=0.78022
epoch=042 train_loss=0.37989 validation_dice=0.78072 best=0.78072
epoch=043 train_loss=0.36704 validation_dice=0.78190 best=0.78190
epoch=044 train_loss=0.36629 validation_dice=0.77861 best=0.78190
epoch=045 train_loss=0.35976 validation_dice=0.77768 best=0.78190
epoch=046 train_loss=0.36365 validation_dice=0.78888 best=0.78888
epoch=047 train_loss=0.36211 validation_dice=0.78595 best=0.78888
epoch=048 train_loss=0.34957 validation_dice=0.77970 best=0.78888
epoch=049 train_loss=0.35838 validation_dice=0.76702 best=0.78888
epoch=050 train_loss=0.33834 validation_dice=0.77898 best=0.78888
epoch=051 train_loss=0.33437 validation_dice=0.79128 best=0.79128
epoch=052 train_loss=0.33540 validation_dice=0.78375 best=0.79128
epoch=053 train_loss=0.34401 validation_dice=0.76312 best=0.79128
epoch=054 train_loss=0.34470 validation_dice=0.78629 best=0.79128
epoch=055 train_loss=0.33266 validation_dice=0.78761 best=0.79128
epoch=056 train_loss=0.33851 validation_dice=0.78488 best=0.79128
epoch=057 train_loss=0.32513 validation_dice=0.78690 best=0.79128
epoch=058 train_loss=0.33131 validation_dice=0.78547 best=0.79128
epoch=059 train_loss=0.31364 validation_dice=0.76918 best=0.79128
epoch=060 train_loss=0.31392 validation_dice=0.78152 best=0.79128
epoch=061 train_loss=0.33285 validation_dice=0.77798 best=0.79128
epoch=062 train_loss=0.30801 validation_dice=0.78140 best=0.79128
epoch=063 train_loss=0.30099 validation_dice=0.78177 best=0.79128
        method_id  k  strategy  n_patients  n_patient_observations  mean_hidden_dice  mean_hidden_hd95_px  mean_area_curve_relative_rmse  mean_hidden_brier  mean_hidden_area_95_coverage  trust_gate_rejection_rate  mean_runtime_s
hb_tpm_latent_mse 10 clustered          20                     100          0.784250             8.364888                       0.313976           0.031330                      0.940000                       0.01        0.028301
hb_tpm_latent_mse 10    random          20                     100          0.779646             8.090517                       0.283422           0.030654                      0.962143                       0.06        0.028200
hb_tpm_latent_mse 10   uniform          20                      20          0.776605             8.191518                       0.281241           0.031119                      0.953571                       0.15        0.029953
Checkpoint: private_data/ted_full/runs/hb_tpm_latent_mse/fold2_k10_all_strategies/checkpoints/best_model.pt
