epoch=000 train_loss=1.51748 validation_dice=0.63713 best=0.63713
epoch=001 train_loss=1.38237 validation_dice=0.72702 best=0.72702
epoch=002 train_loss=1.19873 validation_dice=0.74100 best=0.74100
epoch=003 train_loss=0.99105 validation_dice=0.74130 best=0.74130
epoch=004 train_loss=0.80070 validation_dice=0.74772 best=0.74772
epoch=005 train_loss=0.64700 validation_dice=0.74366 best=0.74772
epoch=006 train_loss=0.54782 validation_dice=0.74679 best=0.74772
epoch=007 train_loss=0.49368 validation_dice=0.75308 best=0.75308
epoch=008 train_loss=0.46134 validation_dice=0.74926 best=0.75308
epoch=009 train_loss=0.44972 validation_dice=0.74439 best=0.75308
epoch=010 train_loss=0.43226 validation_dice=0.75482 best=0.75482
epoch=011 train_loss=0.43009 validation_dice=0.74595 best=0.75482
epoch=012 train_loss=0.42140 validation_dice=0.75044 best=0.75482
epoch=013 train_loss=0.42248 validation_dice=0.75030 best=0.75482
epoch=014 train_loss=0.41947 validation_dice=0.75504 best=0.75504
epoch=015 train_loss=0.41629 validation_dice=0.74735 best=0.75504
epoch=016 train_loss=0.40714 validation_dice=0.75399 best=0.75504
epoch=017 train_loss=0.40497 validation_dice=0.75148 best=0.75504
epoch=018 train_loss=0.40959 validation_dice=0.74800 best=0.75504
epoch=019 train_loss=0.40582 validation_dice=0.75513 best=0.75513
epoch=020 train_loss=0.40593 validation_dice=0.74973 best=0.75513
epoch=021 train_loss=0.40525 validation_dice=0.75486 best=0.75513
epoch=022 train_loss=0.40946 validation_dice=0.74547 best=0.75513
epoch=023 train_loss=0.40841 validation_dice=0.75571 best=0.75571
epoch=024 train_loss=0.40796 validation_dice=0.75049 best=0.75571
epoch=025 train_loss=0.39547 validation_dice=0.75204 best=0.75571
epoch=026 train_loss=0.40572 validation_dice=0.75573 best=0.75573
epoch=027 train_loss=0.40553 validation_dice=0.74953 best=0.75573
epoch=028 train_loss=0.39652 validation_dice=0.75465 best=0.75573
epoch=029 train_loss=0.39594 validation_dice=0.75357 best=0.75573
epoch=030 train_loss=0.40521 validation_dice=0.75881 best=0.75881
epoch=031 train_loss=0.40510 validation_dice=0.75615 best=0.75881
epoch=032 train_loss=0.39331 validation_dice=0.74924 best=0.75881
epoch=033 train_loss=0.39768 validation_dice=0.75721 best=0.75881
epoch=034 train_loss=0.40852 validation_dice=0.75638 best=0.75881
epoch=035 train_loss=0.39431 validation_dice=0.75559 best=0.75881
epoch=036 train_loss=0.38526 validation_dice=0.75583 best=0.75881
epoch=037 train_loss=0.39451 validation_dice=0.75576 best=0.75881
epoch=038 train_loss=0.38491 validation_dice=0.75483 best=0.75881
epoch=039 train_loss=0.38538 validation_dice=0.75690 best=0.75881
epoch=040 train_loss=0.37526 validation_dice=0.76494 best=0.76494
epoch=041 train_loss=0.36327 validation_dice=0.76437 best=0.76494
epoch=042 train_loss=0.36990 validation_dice=0.76040 best=0.76494
epoch=043 train_loss=0.36090 validation_dice=0.76070 best=0.76494
epoch=044 train_loss=0.36304 validation_dice=0.76045 best=0.76494
epoch=045 train_loss=0.37409 validation_dice=0.76453 best=0.76494
epoch=046 train_loss=0.37600 validation_dice=0.76389 best=0.76494
epoch=047 train_loss=0.36050 validation_dice=0.76326 best=0.76494
epoch=048 train_loss=0.34451 validation_dice=0.76407 best=0.76494
epoch=049 train_loss=0.34501 validation_dice=0.75956 best=0.76494
epoch=050 train_loss=0.36641 validation_dice=0.75233 best=0.76494
epoch=051 train_loss=0.34367 validation_dice=0.76059 best=0.76494
epoch=052 train_loss=0.34770 validation_dice=0.76286 best=0.76494
        method_id  k  strategy  n_patients  n_patient_observations  mean_hidden_dice  mean_hidden_hd95_px  mean_area_curve_relative_rmse  mean_hidden_brier  mean_hidden_area_95_coverage  trust_gate_rejection_rate  mean_runtime_s
hb_tpm_latent_mse 10 clustered          20                     100          0.753210             9.034371                       0.261629           0.036269                      0.991429                        0.0        0.027561
hb_tpm_latent_mse 10    random          20                     100          0.751894             8.813385                       0.245121           0.034689                      0.995000                        0.0        0.027559
hb_tpm_latent_mse 10   uniform          20                      20          0.750856             8.748685                       0.240919           0.034364                      0.996429                        0.0        0.029129
Checkpoint: private_data/ted_full/runs/hb_tpm_latent_mse/fold0_k10_all_strategies/checkpoints/best_model.pt
