epoch=000 train_loss=1.51693 validation_dice=0.63699 best=0.63699
epoch=001 train_loss=1.38214 validation_dice=0.72769 best=0.72769
epoch=002 train_loss=1.19871 validation_dice=0.74044 best=0.74044
epoch=003 train_loss=0.99088 validation_dice=0.74102 best=0.74102
epoch=004 train_loss=0.80025 validation_dice=0.74782 best=0.74782
epoch=005 train_loss=0.64682 validation_dice=0.74369 best=0.74782
epoch=006 train_loss=0.54728 validation_dice=0.74696 best=0.74782
epoch=007 train_loss=0.49328 validation_dice=0.75343 best=0.75343
epoch=008 train_loss=0.46080 validation_dice=0.74918 best=0.75343
epoch=009 train_loss=0.44908 validation_dice=0.74500 best=0.75343
epoch=010 train_loss=0.43130 validation_dice=0.75520 best=0.75520
epoch=011 train_loss=0.42969 validation_dice=0.74657 best=0.75520
epoch=012 train_loss=0.42033 validation_dice=0.75032 best=0.75520
epoch=013 train_loss=0.42254 validation_dice=0.75060 best=0.75520
epoch=014 train_loss=0.41940 validation_dice=0.75532 best=0.75532
epoch=015 train_loss=0.41502 validation_dice=0.74802 best=0.75532
epoch=016 train_loss=0.40569 validation_dice=0.75421 best=0.75532
epoch=017 train_loss=0.40428 validation_dice=0.75194 best=0.75532
epoch=018 train_loss=0.40964 validation_dice=0.74846 best=0.75532
epoch=019 train_loss=0.40498 validation_dice=0.75512 best=0.75532
epoch=020 train_loss=0.40529 validation_dice=0.75011 best=0.75532
epoch=021 train_loss=0.40479 validation_dice=0.75519 best=0.75532
epoch=022 train_loss=0.40893 validation_dice=0.74563 best=0.75532
epoch=023 train_loss=0.40765 validation_dice=0.75553 best=0.75553
epoch=024 train_loss=0.40707 validation_dice=0.75175 best=0.75553
epoch=025 train_loss=0.39499 validation_dice=0.75175 best=0.75553
epoch=026 train_loss=0.40540 validation_dice=0.75605 best=0.75605
epoch=027 train_loss=0.40532 validation_dice=0.74947 best=0.75605
epoch=028 train_loss=0.39577 validation_dice=0.75483 best=0.75605
epoch=029 train_loss=0.39589 validation_dice=0.75340 best=0.75605
epoch=030 train_loss=0.40472 validation_dice=0.75822 best=0.75822
epoch=031 train_loss=0.40461 validation_dice=0.75512 best=0.75822
epoch=032 train_loss=0.39363 validation_dice=0.75052 best=0.75822
epoch=033 train_loss=0.39733 validation_dice=0.75707 best=0.75822
epoch=034 train_loss=0.40900 validation_dice=0.75581 best=0.75822
epoch=035 train_loss=0.39425 validation_dice=0.75560 best=0.75822
epoch=036 train_loss=0.38683 validation_dice=0.75520 best=0.75822
epoch=037 train_loss=0.39492 validation_dice=0.75924 best=0.75924
epoch=038 train_loss=0.38041 validation_dice=0.75738 best=0.75924
epoch=039 train_loss=0.38299 validation_dice=0.76067 best=0.76067
epoch=040 train_loss=0.37250 validation_dice=0.76397 best=0.76397
epoch=041 train_loss=0.36124 validation_dice=0.76643 best=0.76643
epoch=042 train_loss=0.36583 validation_dice=0.76282 best=0.76643
epoch=043 train_loss=0.34962 validation_dice=0.76636 best=0.76643
epoch=044 train_loss=0.36183 validation_dice=0.75966 best=0.76643
epoch=045 train_loss=0.38897 validation_dice=0.76430 best=0.76643
epoch=046 train_loss=0.37049 validation_dice=0.75948 best=0.76643
epoch=047 train_loss=0.36226 validation_dice=0.76605 best=0.76643
epoch=048 train_loss=0.33885 validation_dice=0.76512 best=0.76643
epoch=049 train_loss=0.34335 validation_dice=0.75929 best=0.76643
epoch=050 train_loss=0.36255 validation_dice=0.75954 best=0.76643
epoch=051 train_loss=0.35573 validation_dice=0.75275 best=0.76643
epoch=052 train_loss=0.35595 validation_dice=0.76497 best=0.76643
epoch=053 train_loss=0.34570 validation_dice=0.76770 best=0.76770
epoch=054 train_loss=0.34283 validation_dice=0.75788 best=0.76770
epoch=055 train_loss=0.32697 validation_dice=0.75709 best=0.76770
epoch=056 train_loss=0.33826 validation_dice=0.76257 best=0.76770
epoch=057 train_loss=0.35897 validation_dice=0.75738 best=0.76770
epoch=058 train_loss=0.35664 validation_dice=0.75872 best=0.76770
epoch=059 train_loss=0.33662 validation_dice=0.76510 best=0.76770
epoch=060 train_loss=0.33890 validation_dice=0.76070 best=0.76770
epoch=061 train_loss=0.32630 validation_dice=0.74873 best=0.76770
epoch=062 train_loss=0.32959 validation_dice=0.76098 best=0.76770
epoch=063 train_loss=0.32005 validation_dice=0.76469 best=0.76770
epoch=064 train_loss=0.31947 validation_dice=0.76102 best=0.76770
epoch=065 train_loss=0.32944 validation_dice=0.76014 best=0.76770
        method_id  k  strategy  n_patients  n_patient_observations  mean_hidden_dice  mean_hidden_hd95_px  mean_area_curve_relative_rmse  mean_hidden_brier  mean_hidden_area_95_coverage  trust_gate_rejection_rate  mean_runtime_s
hb_tpm_latent_mse  7 clustered          20                     100          0.755962             8.729617                       0.250807           0.035807                      0.990000                       0.00        0.032195
hb_tpm_latent_mse  7    random          20                     100          0.756267             8.404939                       0.242288           0.034660                      0.989412                       0.01        0.032208
hb_tpm_latent_mse  7   uniform          20                      20          0.758482             8.238255                       0.233485           0.034010                      0.991176                       0.10        0.034139
Checkpoint: private_data/ted_full/runs/hb_tpm_latent_mse/fold0_k7_all_strategies/checkpoints/best_model.pt
