epoch,train_total,train_segmentation,train_observation,train_kl,train_cycle,train_temporal,train_mean_full_cycle_dice,validation_total,validation_segmentation,validation_observation,validation_kl,validation_cycle,validation_temporal,validation_mean_full_cycle_dice
0,1.4980713367462157,1.5159747838973998,-0.17909429309268793,0.0,1.6058904937684322e-06,0.0005883797382315,0.325773093134948,1.4255627393722534,1.4593526363372802,-0.3379663169384003,0.0,7.054024209196541e-08,0.0006748581537976861,0.6277348080919374
1,1.3412243922551472,1.3842747290929158,-0.4305749217669169,0.0,2.0258527626992874e-06,0.0007032456167507916,0.7042563520302851,1.2472854614257813,1.2998850345611572,-0.526083791255951,0.0,4.737578045421742e-08,0.0008793558459728956,0.7292823219377362
2,1.1424275398254395,1.2023463646570842,-0.599260675907135,0.0,1.6208649315766858e-06,0.0007162208086811007,0.7347527526020081,1.0241657495498657,1.092030930519104,-0.6787220478057862,0.0,4.709924574797242e-08,0.0007032749708741903,0.7405728610161859
3,0.9186778783798217,0.9931113004684449,-0.7443844199180603,0.0,1.019458626198381e-06,0.0004963816124169776,0.7393166108126311,0.8050009727478027,0.8868598222732544,-0.8186317443847656,0.0,4.0067650175501514e-08,0.00043361250427551565,0.7412374614207096
4,0.7124913970629374,0.8008781552314759,-0.8839065114657084,0.0,5.098569152058493e-07,0.00038611728038328387,0.7420710454749655,0.6125681042671204,0.7083746194839478,-0.9580956101417542,0.0,2.5802801673080467e-08,0.0003060860966797918,0.7471762368992485
5,0.5443898936112722,0.646751077969869,-1.0236416975657145,0.0,3.2823663869881633e-07,0.00029800140861577045,0.7466252487556947,0.47447632551193236,0.584209930896759,-1.0973835706710815,0.0,1.4826887273500233e-08,0.0004744673729874194,0.7435851065765721
6,0.43062382340431216,0.5469991763432821,-1.163789407412211,0.0,9.541969953138127e-07,0.00035407238368255397,0.74772735166063,0.3781156957149506,0.502007520198822,-1.2389554977416992,0.0,1.3353014871597679e-08,0.00037263925769366325,0.7499163479137168
7,0.36250379085540774,0.4931864023208618,-1.306852650642395,0.0,6.189540331972647e-07,0.0002626787851719807,0.748568411756627,0.3161129176616669,0.454665994644165,-1.385561752319336,0.0,5.602383268410449e-09,0.00030938510899432005,0.7531516940893079
8,0.3152988920609156,0.46090368429819745,-1.4560719410578409,0.0,3.560552270502152e-07,0.00023953141062520443,0.7486796670913911,0.29106123447418214,0.444789320230484,-1.5373024702072144,0.0,7.764100562468456e-09,0.00021687349362764508,0.7486858160483294
9,0.2886644641558329,0.449422429005305,-1.6076058228810628,0.0,9.609753722402321e-07,0.00025731389274975905,0.7490495139861356,0.2598087519407272,0.4287480294704437,-1.689421582221985,0.0,4.317135626763502e-09,0.0002882666478399187,0.7449462508026261
10,0.2578076695402463,0.4340839703877767,-1.7627912998199462,0.0,1.4672830862612804e-06,0.0002758224717884635,0.748021660496208,0.2330717086791992,0.41775254607200624,-1.846831488609314,0.0,3.773243673066418e-09,0.00023126791056711228,0.7535207574611608
11,0.23852840413649876,0.4308287580808004,-1.92302352587382,0.0,6.10232025858674e-07,0.00019718626572284847,0.7476759967535118,0.21450343430042268,0.4155097782611847,-2.0100873947143554,0.0,2.3578719643424508e-09,0.00023962131526786835,0.7463689114159042
12,0.2146375407775243,0.4233904480934143,-2.087550401687622,0.0,9.139691769632919e-07,0.00020921019313391298,0.7483694798326804,0.19227600693702698,0.4099832594394684,-2.1770878791809083,0.0,1.933935522835384e-09,0.00015412181091960518,0.7496179432178856
13,0.19766946186621984,0.42336583336194356,-2.2569776217142743,0.0,3.725658215122015e-07,0.00013761889907376219,0.7477030056621624,0.17452396899461747,0.40949968099594114,-2.349775266647339,0.0,1.803318583348812e-09,0.00018184158834628762,0.7486747943364354
