epoch,train_total,train_segmentation,train_observation,train_kl,train_cycle,train_temporal,train_mean_full_cycle_dice,validation_total,validation_segmentation,validation_observation,validation_kl,validation_cycle,validation_temporal,validation_mean_full_cycle_dice
0,1.493082865079244,1.5102726300557454,-0.18164812351266543,0.9680193583170573,1.336946803546605e-06,0.0006934662077886362,0.3425856337506191,1.4258696556091308,1.4590701341629029,-0.3421741187572479,1.010635495185852,1.4932874314865786e-08,0.0006320683634839952,0.6513475376506022
1,1.3404760201772055,1.3825409491856893,-0.4340370376904806,1.3292425394058227,1.9647919008510446e-06,0.0009411679852443437,0.6997952825419415,1.2489599943161012,1.300484299659729,-0.5276129603385925,1.2294350147247315,1.1770005947653317e-08,0.00075124028371647,0.7346309815886919
2,1.1412552754084269,1.1996492544809978,-0.6000638365745544,1.6040470918019614,2.384505603932515e-06,0.0008269881984839837,0.7315418786886299,1.0261543154716493,1.0926366567611694,-0.6790882229804993,1.4221752405166626,1.9952138075041147e-08,0.0004267409385647625,0.7424878031721928
3,0.9165655255317688,0.9891854127248129,-0.7441975951194764,1.7951876322428386,7.01890132859262e-07,0.00046694570143396654,0.7326293879784382,0.8080229997634888,0.8882357001304626,-0.8182949781417846,1.6127257108688355,4.054055864344264e-08,0.0004097332712262869,0.7389144726563636
4,0.7153874079386393,0.8016594250996908,-0.8831055084864299,2.033337418238322,1.258997688561673e-06,0.0005139752271740387,0.736439129077824,0.6121948957443237,0.7060345649719239,-0.9565484881401062,1.8109094858169557,3.934928969329121e-08,0.00042547968332655727,0.7517440983660586
5,0.5581657727559407,0.6581217169761657,-1.0219385464986166,2.2331309795379637,9.153163430160779e-07,0.0004738976868490378,0.7387161797070559,0.46424793601036074,0.5719613790512085,-1.0974244594573974,2.026254653930664,5.638291966647557e-08,0.000273717544041574,0.7618978527961962
6,0.4433110237121582,0.5570347170035045,-1.1630327860514322,2.573491175969442,2.3414436687592873e-06,0.0005969748017378151,0.7385951365994822,0.37332146167755126,0.4949250936508179,-1.2386120080947876,2.253769063949585,8.137065208302374e-08,0.0003799461759626865,0.7649529526025267
7,0.38070478836695354,0.5085936307907104,-1.3063696463902792,2.743052832285563,1.9917872606356466e-06,0.0004975577428316077,0.7405636916766923,0.32280069291591645,0.45874043703079226,-1.384433960914612,2.498972749710083,5.067460691066117e-08,0.000469000986777246,0.7594901806930798
8,0.32569311757882435,0.46808224320411684,-1.453922192255656,2.997097063064575,3.1313581928316125e-06,0.000584183008565257,0.7408679956360918,0.27546233832836153,0.4261695683002472,-1.5347055912017822,2.759840488433838,5.6583020580092126e-08,0.0003488892922177911,0.7632965491111372
9,0.3015872190395991,0.45878427227338153,-1.6055259545644125,3.3510514577229817,2.874636042330773e-06,0.000435375365971898,0.7388414423399002,0.2515687674283981,0.41727094650268554,-1.6874095678329468,3.0349920749664308,4.821832320089925e-08,0.0003804501669947058,0.7624854221688232
10,0.27514843742052714,0.4476014991601308,-1.7607877890268961,3.619816239674886,6.781277490593614e-06,0.0005569529661443084,0.7405486271444137,0.2179550498723984,0.39875965714454653,-1.8412579774856568,3.317352056503296,3.7280562281694075e-08,0.00038435168680734934,0.7673001912593012
11,0.2542239894469579,0.44210848609606423,-1.9185696204503377,3.964351002375285,9.712231059211262e-06,0.0007635875061775247,0.7409873922123856,0.20181874185800552,0.3989525377750397,-2.0076748847961428,3.6295494556427004,2.685066533558711e-08,0.00041500296210870145,0.764953851935894
