method_id,fold,k,prior_mean_l2,prior_harmonic_energy_fraction,mean_prior_covariance_trace,median_prior_covariance_condition_number,mean_absolute_prior_correlation,checkpoint_tensor_count
source_mean,4,5,0.08121970026313081,0.8604725626543166,7.000000095848307,1.0,0.0,36
source_mean,4,7,0.0817500207811814,0.8622005041011984,7.000000095848307,1.0,0.0,36
target_only,0,10,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,0,2,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,0,3,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,0,5,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,0,7,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,1,10,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,1,2,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,1,3,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,1,5,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,1,7,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,2,10,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,2,2,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,2,3,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,2,5,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,2,7,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,3,10,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,3,2,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,3,3,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,3,5,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,3,7,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,4,10,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,4,2,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,4,3,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,4,5,0.0,0.0,7.000000095848307,1.0,0.0,36
target_only,4,7,0.0,0.0,7.000000095848307,1.0,0.0,36
