method_id,mean_hidden_dice,mean_hidden_hd95_px,area_curve_relative_rmse,hidden_brier,posterior_predictive_hidden_brier,hidden_area_95_coverage,area_95_interval_width_relative,trust_gate_rejection_rate,weighting
hb_tpm_latent_mse,0.7531708163189378,9.40627857520595,0.5646183004798967,0.03691967634154719,0.06248863459317656,0.5997107560271774,2.966318614353713,0.16244897959183674,equal patient x K x strategy cells
source_mean,0.7494645494460305,9.765575000490825,0.5907500325708038,0.03702116498786977,0.03702116498786977,,,0.34721088435374153,equal patient x K x strategy cells
oa_hb_tpm_no_phase_alignment,0.7482460082083825,9.862603860988001,0.6005717272741369,0.037686964715545834,0.04976191215369161,0.40246129620679444,1.2874913519343723,0.5346938775510204,equal patient x K x strategy cells
oa_hb_tpm_isotropic_prior,0.7482153214133357,9.863527820745729,0.6006022085820327,0.03768969831836158,0.049566837492316516,0.40089396159466295,1.2669832669605163,0.5372789115646258,equal patient x K x strategy cells
oa_hb_tpm_map,0.7481259869029533,9.864937743344635,0.6010528949486854,0.037699972993510474,0.04973136270659509,0.40188181720626276,1.288648681994376,0.5363265306122449,equal patient x K x strategy cells
target_only,0.7468817243880119,9.908545153275426,0.6069055509602534,0.037712356998477414,0.09232779830478786,0.3984881325508103,2.9039400230661943,0.43700680272108844,equal patient x K x strategy cells
