contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_random,mean_hidden_hd95_px,98,9.795665680641703,9.781852700699154,0.01381297994254572,0.14121026318008695,-0.01849343610358938,0.04448728868226285,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_random,area_curve_relative_rmse,98,0.5984420888400708,0.5952631420193562,0.0031789468207147216,0.5340405942035215,0.0013587435630618206,0.004867202610459501,harmful,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_random,hidden_brier,98,0.03754831859461807,0.03747140398363065,7.691461098741522e-05,0.2052621540976028,-0.0001576177446095622,0.00029424051602123575,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_uniform,mean_hidden_dice,98,0.7471067693234541,0.7475546498152363,-0.00044788049178210343,-0.059912742418604496,-0.0017753057206792132,0.000869777825882763,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_uniform,mean_hidden_hd95_px,98,9.723127745901676,9.713369400018284,0.009758345883392097,0.10046303688783552,-0.019841203095384043,0.0380660730788843,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_uniform,area_curve_relative_rmse,98,0.5811139336915222,0.5791716542656444,0.0019422794258777676,0.3353547107446865,0.00047670620215901997,0.0033824140492268112,harmful,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k2_uniform,hidden_brier,98,0.03703284330133876,0.036972202626722156,6.06406746166104e-05,0.1640169378839808,-0.00017345993760592985,0.000279107742600753,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_clustered,mean_hidden_dice,98,0.749216515022097,0.7491786255129679,3.7889509129191323e-05,0.005057473323300983,6.008744704521637e-07,7.563237949966456e-05,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_clustered,mean_hidden_hd95_px,98,9.880465728721518,9.88203201726839,-0.001566288546871491,-0.015849863106438784,-0.003929324663812474,0.0007740664292668177,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_clustered,area_curve_relative_rmse,98,0.6041207984767111,0.604083223836638,3.757464007311806e-05,0.006220109844215663,-0.00012080265076802703,0.00019115555779547808,inconclusive,candidate_minus_reference,patient_stratified_within_fold
