contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
source_prior_contribution,oa_hb_tpm_map,target_only,k_strategy,k10_uniform,hidden_brier,98,0.03775211440741403,0.03761193978277087,0.0001401746246431553,0.3726865071377306,-5.137336877535884e-05,0.00034831429746153686,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,global,all,mean_hidden_dice,98,0.7481259869029533,0.7531708163189378,-0.0050448294159843934,-0.6698121205280622,-0.010062342107849577,0.0002616050426880805,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,global,all,mean_hidden_hd95_px,98,9.864937743344635,9.40627857520595,0.45865916813868374,4.876095944549903,0.15514467645066493,0.7541431184931277,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,global,all,area_curve_relative_rmse,98,0.6010528949486855,0.5646183004798968,0.03643459446878872,6.452960245500574,0.01625066520913485,0.05438148095944197,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,global,all,hidden_brier,98,0.037699972993510474,0.03691967634154719,0.0007802966519632735,2.1134980836361623,-0.0001470521875612756,0.0016325927933069856,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,2,mean_hidden_dice,98,0.7478618646254748,0.7513980663709162,-0.0035362017454412323,-0.4706162956367843,-0.008007173449620248,0.0013480193147288747,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,2,mean_hidden_hd95_px,98,9.784786742788068,9.569952796066746,0.21483394672132303,2.2448798996126698,-0.030685550072922833,0.4638028524625741,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,2,area_curve_relative_rmse,98,0.5943747742042348,0.5861769582795465,0.008197815924688275,1.3985223760328624,-0.009279123832331863,0.023408556472171972,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,2,hidden_brier,98,0.03741960072395749,0.03719600077186308,0.00022359995209441099,0.6011397662502287,-0.0006627748851018125,0.0009981659622894641,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,3,mean_hidden_dice,98,0.7484233567341853,0.7507898083007888,-0.002366451566603597,-0.3151949507625077,-0.0079502300988397,0.003618183783842199,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,3,mean_hidden_hd95_px,98,9.856213337188247,9.496027338298788,0.3601859988894575,3.7930177121202857,0.027662464913568455,0.6803202914049253,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,3,area_curve_relative_rmse,98,0.6002337819925363,0.5705825532652975,0.029651228727238743,5.196658845867679,0.00810170741485234,0.04941319266407952,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,3,hidden_brier,98,0.03757556958288761,0.03720211884969854,0.00037345073318907586,1.0038426432049905,-0.00063069094629755,0.001277214071339597,inconclusive,candidate_minus_reference,patient_stratified_within_fold
