method_id,fold,k,best_epoch,best_validation_patient_mean_dice,n_history_epochs,final_validation_mean_full_cycle_dice,minimum_validation_total,final_validation_total
oa_hb_tpm_map,0,2,10,0.7569364017291846,23,0.7458485830131456,0.0484901228919625,0.0650152016431093
oa_hb_tpm_map,0,3,10,0.7545346551965901,23,0.7447107300992388,0.0544102479238063,0.0699131536064669
oa_hb_tpm_map,0,5,10,0.7546937573216674,23,0.7449214438547695,0.0623746872879564,0.0753448251634836
oa_hb_tpm_map,0,7,10,0.7541627285233702,23,0.7469275098797399,0.0718186279293149,0.0805652782320976
oa_hb_tpm_map,1,10,24,0.7679513724943738,37,0.7662419092538849,0.0553512764628976,0.0553512764628976
oa_hb_tpm_map,1,2,24,0.7715937066200905,37,0.7700235073656064,0.0285108428448438,0.0289275888353586
oa_hb_tpm_map,1,3,21,0.7691859125090699,34,0.7638892616744988,0.0354547414928674,0.042350504361093
oa_hb_tpm_map,1,5,24,0.7690493951399344,37,0.76785145648784,0.0432076912373304,0.0436977060511708
oa_hb_tpm_map,1,7,24,0.7682417329796187,37,0.7662512992053372,0.0532258306746371,0.0532258306746371
oa_hb_tpm_map,2,10,33,0.758495553388254,46,0.7558005384972997,0.0654076403006911,0.0690279349684715
oa_hb_tpm_map,2,2,41,0.7637146786055395,54,0.7633042136210795,0.0366406816989183,0.0373216785490512
oa_hb_tpm_map,2,3,38,0.7615719552929633,51,0.7602747979177442,0.0444838973460719,0.0450372533872723
oa_hb_tpm_map,2,5,22,0.7599741607141525,35,0.7578630074396768,0.0543538201600313,0.0600698033347725
oa_hb_tpm_map,2,7,33,0.7584177974880685,46,0.7556585807791076,0.0634426120668649,0.067446763254702
oa_hb_tpm_map,3,10,5,0.7279757587626557,18,0.7192950580932315,0.181042031943798,0.181042031943798
oa_hb_tpm_map,3,2,5,0.7279755263054242,18,0.7201027039429155,0.1554197296500206,0.1554197296500206
